id,ccode,date,statenme,year,gwf_casename,coup,milcoup,nonmilcoup,success,type,cwc_coding,type2,cwc_coding2,srofficial,jrofficer,sameeth,anyethclaim,coupleadereth,relative,relationship,anyoutsidesupport,outsidesupporters,coder,ambiguous,staged
437-2000-10-25,437,10/25/2000,Ivory Coast,2000,Ivory Coast 99-00,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,Northerners (Mande and Voltaic/Gur),0,,1,Ivorian Popular Front (IPF); Laurent Gbagbo,JC,,
437-2001-1-7,437,1/7/2001,Ivory Coast,2001,Ivory Coast 00-11,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Northerners (Mande and Voltaic/Gur),0,,1,Mercenaries from Burkina Faso,JC,,1
437-2002-9-19,437,9/19/2002,Ivory Coast,2002,Ivory Coast 00-11,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Northerners (Mande and Voltaic/Gur),0,,1,Burkina Faso President Blaise Compaore,JC,,
438-1984-4-3,438,4/3/1984,Guinea,1984,Guinea 58-84,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,Conte is Susu; Traore is Malinke; Peul,0,,0,,JC,,
438-1985-7-4,438,7/4/1985,Guinea,1985,Guinea 84-08,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,Malinke,0,,1,Guinea Democratic Party,JC,,
438-1996-2-3,438,2/3/1996,Guinea,1996,Guinea 84-08,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,"Sow is Fulani, Zoumanigui is Toma, others Malinke",0,,0,,JC,,
438-2008-12-23,438,12/23/2008,Guinea,2008,Guinea 84-08,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,0,,JC,,
438-2021-9-5,438,9/5/2021,Guinea,2021,Guinea 21-21 (new),Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,,,1,0,,,,,,,,
439-1966-1-3,439,1/3/1966,Burkina Faso,1966,Burkina Faso 60-66,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Protestors,JC,,
439-1980-11-25,439,11/25/1980,Burkina Faso,1980,Burkina Faso 66-80,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
439-1982-11-7,439,11/7/1982,Burkina Faso,1982,Burkina Faso 80-82,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,1,1,0,,0,,0,,JC,,
439-1983-5-17,439,5/17/1983,Burkina Faso,1983,Burkina Faso 82-87,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
439-1983-8-4,439,8/4/1983,Burkina Faso,1983,Burkina Faso 82-87,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
439-1987-10-15,439,10/15/1987,Burkina Faso,1987,Burkina Faso 82-87,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
439-2014-10-31,439,10/31/2014,Burkina Faso,2014,Burkina Faso 87-14,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Protestors,JC,1,
439-2015-9-16,439,9/16/2015,Burkina Faso,2015,Burkina Faso 14-15,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,,,1,0,,,,,,,,
439-2022-1-24,439,1/24/2022,Burkina Faso,2022,Burkina Faso 15-22,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,,,,,,,,,
439-2022-9-30,439,9/30/2022,Burkina Faso,2022,Burkina Faso 22-22,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,0,,JC,,
450-1980-4-12,450,4/12/1980,Liberia,1980,Liberia 44-80,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,1,Doe is Krahn,0,,0,,JC,,
451-1967-3-21,451,3/21/1967,Sierra Leone,1967,Sierra Leone 61-67,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
451-1967-3-23,451,3/23/1967,Sierra Leone,1967,Sierra Leone 67-67 (new),Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,Siaka Stevens,JC,,
451-1968-4-18,451,4/18/1968,Sierra Leone,1968,Sierra Leone 67-68,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,1,"Northern Groups (Temne, Limba)",0,,1,APC; Siaka Stevens,JC,,
451-1971-3-23,451,3/23/1971,Sierra Leone,1971,Sierra Leone 68-92,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Bangura is Temne; a number of other officers are Mende,0,,1,United Democratic Party,JC,,
451-1992-4-29,451,4/29/1992,Sierra Leone,1992,Sierra Leone 68-92,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,0,Strasser is Creole/ Musa and Bio are Mende,0,,1,APC; Siaka Stevens,JC,,
451-1996-1-16,451,1/16/1996,Sierra Leone,1996,Sierra Leone 92-96,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,0,0,Bio is Mende; Brima is Kono,0,,0,,JC,,
451-1997-5-25,451,5/25/1997,Sierra Leone,1997,Sierra Leone 96-97,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,Limba,,,,,,,
452-1966-2-24,452,2/24/1966,Ghana,1966,Ghana 60-66,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,"Ewe; Ankrah, Ga; Afrifa, Ashanti",0,,0,,JC,,
452-1967-4-17,452,4/17/1967,Ghana,1967,Ghana 66-69,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Other Akans,0,,0,,JC,,
452-1969-4-2,452,4/2/1969,Ghana,1969,Ghana 66-69,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,0,1,Asante (Akan),0,,0,,JC,,
452-1972-1-13,452,1/13/1972,Ghana,1972,Ghana 69-72,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,Asante (Akan),,,,,,,
452-1978-7-5,452,7/5/1978,Ghana,1978,Ghana 72-79,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
452-1979-5-15,452,5/15/1979,Ghana,1979,Ghana 72-79,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,1,0,0,Ewe,0,,0,,JC,,
452-1979-6-4,452,6/4/1979,Ghana,1979,Ghana 72-79,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,1,0,0,Ewe,0,,0,,JC,,
452-1981-12-31,452,12/31/1981,Ghana,1981,Ghana 79-81,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,Ewe,,,,,,,
452-1982-10-28,452,10/28/1982,Ghana,1982,Ghana 81-00,Coup,Non-Military Coup,1,2,NM,failed non-military coup,CH,failed regime change coup,1,,0,1,Northern Groups,0,,0,,JC,,
452-1982-11-23,452,11/23/1982,Ghana,1982,Ghana 81-00,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,1,0,0,Northern Groups,0,,0,,JC,,
461-1963-1-13,461,1/13/1963,Togo,1963,Togo 60-63,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,1,Kabre,0,,1,"Ghana, Veterans",JC,,
461-2005-2-5,461,2/5/2005,Togo,2005,Togo 63-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,1,Son,0,,JC,,
471-1984-4-6,471,4/6/1984,Cameroon,1984,Cameroon 83-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Fulani (and other northern Muslim peoples),0,,1,Ex-President Ahidjo,JC,,
475-1966-1-15,475,1/15/1966,Nigeria,1966,Nigeria 60-66,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,Igbo,,,,,,,
475-1966-7-29,475,7/29/1966,Nigeria,1966,Nigeria 66-66 (new),Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,1,Northerners,0,,0,,JC,,
475-1975-7-29,475,7/29/1975,Nigeria,1975,Nigeria 66-79,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
475-1976-2-13,475,2/13/1976,Nigeria,1976,Nigeria 66-79,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
475-1983-12-31,475,12/31/1983,Nigeria,1983,Nigeria 79-83,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
475-1985-8-27,475,8/27/1985,Nigeria,1985,Nigeria 83-93,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
475-1990-4-22,475,4/22/1990,Nigeria,1990,Nigeria 83-93,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Tiv,0,,0,,JC,,
481-1964-2-17,481,2/17/1964,Gabon,1964,Gabon 60-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Gabonese Democratic and Social Union (UDSG),JC,,
481-2019-1-7,481,1/7/2019,Gabon,2019,Gabon 60-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Jean Ping Supporters,JC,,
482-1966-1-1,482,1/1/1966,Central African Republic,1966,Cen African Rep 60-65,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,1,Cousin,0,,JC,,
482-1976-2-3,482,2/3/1976,Central African Republic,1976,Cen African Rep 66-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Banda,0,,0,,JC,,
482-1981-9-1,482,9/1/1981,Central African Republic,1981,Cen African Rep 79-81,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,Kolingba is Yakoma,0,,0,,JC,,
482-1982-3-3,482,3/3/1982,Central African Republic,1982,Cen African Rep 81-93,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,"Northern groups (Baya, Banda, Mandjia, Sara)",0,,1,Patassé loyalists,JC,1,1
482-1996-5-18,482,5/18/1996,Central African Republic,1996,Cen African Rep 93-03,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,1,Yakoma,,,,,,,
482-1996-11-15,482,11/15/1996,Central African Republic,1996,Cen African Rep 93-03,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,1,Yakoma,,,,,,,
482-2001-5-28,482,5/28/2001,Central African Republic,2001,Cen African Rep 93-03,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,1,Yakoma,,,,,,,
483-1975-4-13,483,4/13/1975,Chad,1975,Chad 60-75,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,General Félix Malloum; Purged officers,JC,,
483-1977-4-1,483,4/1/1977,Chad,1977,Chad 75-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Arabs,0,,0,,JC,,
483-1979-2-12,483,2/12/1979,Chad,1979,Chad 75-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,Toubou,0,,1,Armed Forces of the North (FAN),JC,,
483-1980-3-16,483,3/16/1980,Chad,1980,Chad 79-82,Coup,Military Coup,0,2,WR,failed warlord coup,CH,failed regime change coup,1,0,1,0,,0,,1,Armed Forces of the North (FAN),JC,,
483-1991-10-13,483,10/13/1991,Chad,1991,Chad 90-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,Hadjerai,0,,0,,JC,,1
483-1992-2-21,483,2/21/1992,Chad,1992,Chad 90-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Sara,0,,1,French citizens,JC,,
483-2004-5-16,483,5/16/2004,Chad,2004,Chad 90-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,1,
483-2006-4-13,483,4/13/2006,Chad,2006,Chad 90-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Tama,0,,1,United Front for Democratic Change (FUC),JC,1,
483-2021-4-20,483,4/20/2021,Chad,2021,Chad 90-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,,,1,,,,,,,,,
484-1963-8-15,484,8/15/1963,Congo,1963,Congo-Brz 60-63,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,0,1,Bakongo,0,,1,Protestors; Trade Unions,JC,,
484-1966-6-27,484,6/27/1966,Congo,1966,Congo-Brz 63-68,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Mbochi / Kouyou,0,,1,Protestors,JC,,
484-1968-8-3,484,8/3/1968,Congo,1968,Congo-Brz 63-68,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,Kouyou / Mbochi,0,,0,,JC,,
484-1968-9-4,484,9/4/1968,Congo,1968,Congo-Brz 63-68,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,0,1,Kouyou / Mbochi,0,,0,,JC,,
484-1970-3-22,484,3/22/1970,Congo,1970,Congo-Brz 68-91,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Lari/Bakongo,0,,1,Youlouist prior defectors,"JC, DD",,
484-1972-2-22,484,2/22/1972,Congo,1972,Congo-Brz 68-91,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,0,0,Lari/Bakongo,0,,0,,JC,,
484-1977-3-18,484,3/18/1977,Congo,1977,Congo-Brz 68-91,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Lari/Bakongo,0,,1,"Cardinal Emile Biayenda, Ex-President Massamba-Debat",JC,1,
484-1979-2-5,484,2/5/1979,Congo,1979,Congo-Brz 68-91,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,0,,JC,1,
484-1992-1-20,484,1/20/1992,Congo,1992,Congo-Brz 91-92,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,0,0,0,1,Mbochi,0,,0,,JC,,
490-1960-9-14,490,9/14/1960,Democratic Republic of the Congo,1960,Congo/Zaire 60-60 (new),Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,1,0,0,1,Mobutu is Ngabandi,0,,1,CIA,"PW,JC, RG",,
490-1963-11-19,490,11/19/1963,Democratic Republic of the Congo,1963,Congo/Zaire 60-97,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Tetela-Kusu,0,,1,Conseil National de Liberation (CNL),JC,1,
490-1967-7-5,490,7/5/1967,Democratic Republic of the Congo,1967,Congo/Zaire 60-97,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Katangans,0,,1,"White Mercenaries, Rebels",JC,,
490-1992-1-22,490,1/22/1992,Democratic Republic of the Congo,1992,Congo/Zaire 60-97,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Sacred Union,JC,,1
490-2004-6-11,490,6/11/2004,Democratic Republic of the Congo,2004,Congo/Zaire 97-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,1,1,0,,0,,0,,JC,,1
500-1971-1-25,500,1/25/1971,Uganda,1971,Uganda 66-71,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,"Kakwa (Amin's group); Lugbara, and Madi",0,,1,Israeli military attache,JC,,
500-1974-3-23,500,3/23/1974,Uganda,1974,Uganda 71-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Arube is Kakwe; others Lugbara,0,,0,,JC,,
500-1974-11-11,500,11/11/1974,Uganda,1974,Uganda 71-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,"Lugbara, Baganda",0,,0,,JC,,
500-1976-8-15,500,8/15/1976,Uganda,1976,Uganda 71-79,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,1,
500-1977-6-18,500,6/18/1977,Uganda,1977,Uganda 71-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,"Baganda, Basoga (southerners)",0,,1,Uganda Liberation Movement,JC,,
500-1979-6-20,500,6/20/1979,Uganda,1979,Uganda 79-80,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,0,1,Northerners,0,,0,,JC,,
500-1980-5-12,500,5/12/1980,Uganda,1980,Uganda 79-80,Coup,Military Coup,0,1,PR,successful provisional coup,SH,successful reshuffling coup,,,0,0,Muwanga is Baganda; Ojok/Okello are Langi; Museveni is Ankole,,,,,,,
500-1985-7-27,500,7/27/1985,Uganda,1985,Uganda 80-85,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,Acholi,0,,0,,JC,,
500-1988-4-7,500,4/7/1988,Uganda,1988,Uganda 86-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,1,
501-1982-8-1,501,8/1/1982,Kenya,1982,Kenya 63-02,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Luo,0,,0,,JC,,
516-1965-10-18,516,10/18/1965,Burundi,1965,Burundi 62-66,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,1,0,1,Hutu,0,,0,,JC,,
516-1966-7-8,516,7/8/1966,Burundi,1966,Burundi 62-66,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,1,Son,0,,JC,,
516-1976-11-1,516,11/1/1976,Burundi,1976,Burundi 66-87,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,1,Cousin,0,,JC,,
516-1987-9-3,516,9/3/1987,Burundi,1987,Burundi 66-87,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,1,1,0,,0,,0,,JC,,
516-1992-3-4,516,3/4/1992,Burundi,1992,Burundi 87-93,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,1,1,0,,0,,0,,JC,,
516-1993-7-3,516,7/3/1993,Burundi,1993,Burundi 87-93,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
516-1993-10-21,516,10/21/1993,Burundi,1993,Burundi 93-96,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,1,Tutsi,,,,,,,
516-1996-7-25,516,7/25/1996,Burundi,1996,Burundi 93-96,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,Tutsi,,,,,,,
516-2001-4-18,516,4/18/2001,Burundi,2001,Burundi 96-03,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,1,1,0,,0,,0,,JC,,
516-2001-7-22,516,7/22/2001,Burundi,2001,Burundi 96-03,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,1,1,0,,0,,0,,JC,,
516-2015-5-13,516,5/13/2015,Burundi,2015,Burundi 10-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,0,Hutu and Tutsi,0,,0,,JC,,
517-1973-7-5,517,7/5/1973,Rwanda,1973,Rwanda 62-73,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
517-1994-4-6,517,4/6/1994,Rwanda,1994,Rwanda 73-94,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
520-1969-10-21,520,10/21/1969,Somalia,1969,Somalia 60-69,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,,,,,,,,
520-1978-4-9,520,4/9/1978,Somalia,1978,Somalia 69-91,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Majerteen sub-clan,0,,0,,"JC, DD",,
522-2000-12-7,522,12/7/2000,Djibouti,2000,Djibouti 77-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,,,1,,,,,,,,1,
530-1960-12-14,530,12/14/1960,Ethiopia,1960,Ethiopia 89-74,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,1,Cousin,0,,JC,,
530-1974-9-12,530,9/12/1974,Ethiopia,1974,Ethiopia 89-74,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
530-1977-2-3,530,2/3/1977,Ethiopia,1977,Ethiopia 74-91,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
530-1989-5-16,530,5/16/1989,Ethiopia,1989,Ethiopia 74-91,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,0,0,Merid is Oromo; Desta is Amhara,0,,0,,JC,,
540-1977-5-27,540,5/27/1977,Angola,1977,Angola 75-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
541-1975-12-17,541,12/17/1975,Mozambique,1975,Mozambique 75-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Makonde,0,,0,,JC,,
551-1990-6-30,551,6/30/1990,Zambia,1990,Zambia 67-91,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,0,,JC,,
551-1997-10-28,551,10/28/1997,Zambia,1997,Zambia 96-11,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,UNIP / ex-President Kaunda,JC,,
552-1982-6-24,552,6/24/1982,Zimbabwe,1982,Zimbabwe 80-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Ndebele,0,,1,ZIPRA / ZAPU-Patriotic Front,JC,1,
552-2017-11-21,552,11/21/2017,Zimbabwe,2017,Zimbabwe 80-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,1,Movement for Democratic Change; South Africa,JC,,
570-1986-1-20,570,1/20/1986,Lesotho,1986,Lesotho 70-86,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
570-1991-4-30,570,4/30/1991,Lesotho,1991,Lesotho 86-93,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,1,1,0,,0,,0,,JC,,
570-1994-8-17,570,8/17/1994,Lesotho,1994,Lesotho 93-NA,Coup,Military Coup,0,1,AD,successful anti-democratic coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
570-2014-8-30,570,8/30/2014,Lesotho,2014,Lesotho 93-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,1,
572-1983-8-10,572,8/10/1983,Swaziland,1983,Swaziland 68-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,1,Cousin,0,,JC,,
580-1975-2-11,580,2/11/1975,Madagascar,1975,Madagascar 72-75,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Cotiers,0,,0,Col. Brechard Rajaonarison,JC,,
580-2006-11-18,580,11/18/2006,Madagascar,2006,Madagascar 93-09,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
580-2009-3-17,580,3/17/2009,Madagascar,2009,Madagascar 93-09,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
580-2010-11-17,580,11/17/2010,Madagascar,2010,Madagascar 09-13,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,0,,JC,,
581-1985-3-8,581,3/8/1985,Comoros,1985,Comoros 78-89,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,,,1,,,,,,,,1,
581-1987-11-30,581,11/30/1987,Comoros,1987,Comoros 78-89,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,,,1,,,,,,,,1,
581-1991-8-3,581,8/3/1991,Comoros,1991,Comoros 90-95,Coup,Non-Military Coup,1,2,NM,failed non-military coup,CH,failed regime change coup,,,1,,,,,,,,,
581-1992-9-26,581,9/26/1992,Comoros,1992,Comoros 90-95,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,,,,,,,,,
581-1992-10-13,581,10/13/1992,Comoros,1992,Comoros 90-95,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,,,,,,,,,
581-1995-9-28,581,9/28/1995,Comoros,1995,Comoros 90-95,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,,,,,,,,1,
581-1999-4-30,581,4/30/1999,Comoros,1999,Comoros 96-99,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,,,1,0,,,,,,,,
581-2000-3-21,581,3/21/2000,Comoros,2000,Comoros 99-02,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,,,1,,,,,,,,1,
591-1977-6-5,591,6/5/1977,Seychelles,1977,Seychelles 76-77,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,1,SPUP,,,
600-1971-7-10,600,7/10/1971,Morocco,1971,Morocco 56-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,,0,,0,,JC,,
600-1972-8-16,600,8/16/1972,Morocco,1972,Morocco 56-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,,0,,1,UNFP,JC,,
615-1962-8-4,615,8/4/1962,Algeria,1962,Algeria 62-92,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
615-1963-9-29,615,9/29/1963,Algeria,1963,Algeria 62-92,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Berber,0,,1,Front of Socialist Forces (FFS),JC,,
